dm_8838b662	LockWood	LockWood-1.กฤษฏา(ปิด)	คุณกฤษฏา ตติยกวี	Close			2024-03-25				80000000	0.1	THB	2024-03-25		80000000					12
dm_be437fb1	LockWood	LockWood-2.กฤษฏา(ปิด)	คุณกฤษฏา ตติยกวี	Close			2025-03-25				50000000	0.1	THB	2025-03-25		50000000					12
dm_530dd4db	LockWood	LockWood-3.กฤษฏา(ปิด)	คุณกฤษฏา ตติยกวี	Close			2025-03-25				30000000	0.1	THB	2025-03-25		30000000					12
dm_4fcf0e29	LockWood	LockWood-4.กฤษฏา	คุณกฤษฏา ตติยกวี	Active			2026-04-01				20000000	0.1	THB	2026-04-01		20000000					12
dm_fb2de7fb	LockWood	LockWood-5.กฤษฏา	คุณกฤษฏา ตติยกวี	Active			2026-04-01				20000000	0.1	THB	2026-04-01		20000000					12
dm_19928a1b	Zigo	Zigo-1.ZICO(ปิด)	ZICO TRUST (S) LTD.	Close			2024-02-02				800000	0.12	USD	2024-02-02		800000					จนกว่าจะทวงถามและชำระภายใน 15 วัน
dm_5a41e03a	Zigo	Zigo-1.ZICO-(ปิด)	ZICO TRUST (S) LTD.	Close			2024-02-02				800000	0.12	USD	2024-02-02		800000					จนกว่าจะทวงถามและชำระภายใน 15 วัน
dm_9a7a564b	Zigo	Zigo-2.ZICO(ปิด)	ZICO TRUST (S) LTD.	Close			2024-07-30				250000	0.15	USD	2024-07-30		250000					จนกว่าจะทวงถามและชำระภายใน 15 วัน
dm_bd38fe43	Zigo	Zigo-3.ZICO(ปิด)	ZICO TRUST (S) LTD.	Close			2024-08-16				400000	0.12	USD	2024-08-16		400000					จนกว่าจะทวงถามและชำระภายใน 15 วัน
dm_6aea2a4f	Zigo	Zigo-4.ZICO	ZICO TRUST (S) LTD.	Active			2024-10-10				250000	0.12	USD	2024-10-10		250000					จนกว่าจะทวงถามและชำระภายใน 15 วัน
dm_706475a6	Zigo	Zigo-5.ZICO	ZICO TRUST (S) LTD.	Active			2024-10-17				300000	0.14	USD	2024-10-17		300000					จนกว่าจะทวงถามและชำระภายใน 15 วัน
dm_c07cfd9e	Zigo	Zigo-6.ZICO(ปิด)	ZICO TRUST (S) LTD.	Close			2025-02-17				550000	0.12	USD	2025-02-17		550000					3 เดือน
dm_b5fc68c6	Zigo	Zigo-07.LOCKWOOD(ปิด)	LOCKWOOD VENTURE GROUP	Close			2025-02-19				150000	0.15	USD	2025-02-19		150000					3 เดือน
dm_afcba443	Employyim	Employyim-1.	MR.LEW CHIEH YONG	Active			2026-02-22				10000000	0.14	THB	2026-02-22		10000000					12
dm_9fea3cf3	ลีซอิท	LITSM/PBF/67-11103	STR011-PL-บริเวณแทงค์น้ำประปาเขาแกว ม.4 ต.ไร่ใหม่ อ.สามร้อยยอด จ.ประจวบคีรีขันธ์	Close	บมจ.ลีซอิท		2024-11-28	2025-01-28	61	3	2700000	0.15	THB	2024-11-28		2700000			STR011	STR011-PL-บริเวณแทงค์น้ำประปาเขาแกว ม.4 ต.ไร่ใหม่ อ.สามร้อยยอด จ.ประจวบคีรีขันธ์	Non-Active
